DATE,TEAM,NAME,POS,CASE,CATEGORY,DESCRIPTION,OUTCOME,Found
3/8/2008,Pittsburgh,James Harrison,LB,Arrested,Domestic violence,"Accused of hitting his girlfriend near Pittsburgh during argument about whether to baptize his son, simple assault, mischief.",Charges dropped. He also underwent anger counseling.,1
3/6/2008,Denver,Brandon Marshall,WR,Arrested,Domestic violence,"Accused of hitting his girlfriend on March 4 in Atlanta, misdemeanor battery.",Acquitted. NFL suspended him one game.,1
3/1/2008,Denver,Marcus Thomas,DT,Arrested,Drugs,"Pulled over in Clay County, Fla., accused of cocaine possession after police said the found the drug and gun in truck.",Charges dropped.,1
2/26/2008,New England,Kevin Faulk,RB,Summoned,Drugs,"Accused of possessing marijuana cigarettes at concert in Lafayette, La.","Pleaded no contest, suspended jail sentence, probation, $300 fine, substance-abuse program.",1
2/24/2008,Kansas City,Larry Johnson,RB,Charged,Assault,Accused of pushing a woman's head and Kansas City nightclub.,"Pleaded guilty to disturbing the peace for this and other incident, two years of probation, counseling.",1
2/19/2008,Denver,Andre Hall,RB,Surrendered,License,"Arrest warrant issued stemming from driving without valid license in Pinellas County, Fla., and not appearing in court afterward.",Paid $513 bond.,1
2/19/2008,Oakland,Fabian Washington,CB,Arrested,Domestic violence,"Accused of domestic battery in Bradenton, Fla., after incident with girlfriend. Police observed ""slight red marks"" on her neck.",Diversion program for first-time offenders. NFL suspended him one game.,1
2/18/2008,Houston,Jerome Mathis,WR,Arrested,Domestic violence,"Accused of choking pregnant, common-law wife in Manvel, Texas.",Charges dropped.,1
2/16/2008,Philadelphia,Mike Patterson,DT,Arrested,Drugs,"Charged with marijuana possession after police said they found it in his car in Burlington County, N.J.",Convicted of careless driving.,1
2/13/2008,New York Giants,Antonio Pierce,LB,Summoned,Animal neglect,"Accused of neglecting pit bulls in Monroe Township, N.J., after one was found severely underweight and suffering from illness.","Pleaded guilty to neglecting pets, $1,300 fine.",1
2/5/2008,New England,Willie Andrews,CB,Arrested,Drugs,"Pulled over in Massachusetts, where police said they found a half-pound of marijuana and $6,800 in cash.","Pleaded guilty to marijuana possession, no prison time.",1
2/1/2008,New York Giants,Adrian Awasom,DE,Arrested,DUI,"Pulled over about 3:10 a.m. in Phoenix, accused of extreme drunken driving two days before Super Bowl there.",Resolution undetermined.,1
2/1/2008,Miami,Matt Roth,DE,Arrested,Alcohol,"Accused of public intoxication, refusing to leave bar in Iowa.","Pleaded guilty, paid $182 fine.",1
1/24/2008,Denver,Matt Prater,K,Arrested,DUI,"Accused of drunken driving in Orlando, Fla., refusing breath test.","Pleaded no contest to refusing to submit to test, 50 hours of community service, license suspended for six months.",1
1/14/2008,Jacksonville,Brent Hawkins,DE,Arrested,DUI,"Pulled over for speeding, accused of drunken driving near Jacksonville after telling police he had three vodkas with orange juice.","Pleaded guilty, $1,000 in fines, six months of probation, license suspended.",1
1/11/2008,Denver,Daniel Graham,TE,Arrested,Domestic violence,"Suspected of harrasing former girlfriend near Denver, who told law enforcement he struck a bedpost during argument about sale of home.",Charge dropped.,1
12/29/2007,Baltimore,Gerome Sapp,S,Charged,Assault,Ex-teammate Joe Maese accused him of punching him at bar in Baltimore. Sapp then alleged similar charge against Maese.,Charge dropped after the two decided not to testify.,1
12/28/2007,Jacksonville,Stockar McDougle,OT,Arrested,Battery,Charged with battery on person 65 or older at landscaping company in dispute over interest on bill in Miami.,Resolution undetermined.,1
12/8/2007,Denver,Todd Sauerbrun,P,Cited,"Alcohol, assault",Cited for simple assault after incident outside restaurant involving a cab driver in Denver. Police said he was taken to detox facility.,"Pleaded guilty to distrubing the peace, 24 hours of community service, deferred judgment.",1
12/1/2007,Denver,Darrell Hackney,QB,Arrested,DUI,"Pulled over about 2:20 a.m., accused of drunk driving near Denver.",Resolution undetermined.,1
11/29/2007,Houston,Chester Pitts,OG,Arrested,Resisting arrest,"Pulled over in Houston for making illegal left turn, Pitts was accused of driving away despite police orders.",Charge dropped when grand jury declined to indict.,1
11/19/2007,Tampa Bay,Cato June,LB,Arrested,DUI,"Pulled over for speeding, accused of drunk driving in Tampa.",Charge dropped.,1
11/3/2007,Jacksonville,Richard Collier,OT,Arrested,DUI,"Police in Jacksonville said they found him asleep at the wheel in McDonald's drive-thru window, charged him drunk driving. Blood-alcohol 0.96.","Pleaded no contest, six months probation, 50 hours community service, $650 fines and costs.",1
11/3/2007,Jacksonville,Justin Durant,LB,Arrested,"Alcohol, resisting arrest","Police said they found him in his car on road, charged him with possession of open container and resisting arrest in Jacksonville, Fla.",Resolution undetermined. Suspended two games.,1
10/22/2007,Denver,Brandon Marshall,WR,Arrested,DUI,"Pulled over for driving erratically in Denver, charged with drunk driving. Blood-alcohol registered at .116.","Pleaded guilty to reduced charge of driving while impaired, $1,100 fine, one year probation.",1
10/12/2007,Washington,Kili Lefotu,OG,Arrested,"Alcohol, assault","Charged with being drunk in public after conflict with patron at a restaurant in Ashburn, Va. Also accused of assault and property destruction.",Resolution undetermined.,1
10/4/2007,Pittsburgh,Najeh Davenport,RB,Arrested,Domestic violence,"In Cleveland custody dispute, he allegedly slapped and choked mother of his son, age 5. Also charged with child endangerment.",Acquitted.,1
9/29/2007,Jacksonville,Khalif Barnes,OT,Arrested,Reckless driving,"Police say he drove through a yard and crashed his Mercedes into a tree, then fled the scene. Charged with violating DUI probation.",Charges dropped.,1
8/27/2007,Chicago,Lance Briggs,LB,Charged,Reckless driving,Accused of crashing his Lamborghini into pole and leaving the scene of the accident in Chicago. His car was discovered around 3:15 a.m.,"Pleaded guilty, one year court supervision, 120 hours community service.",1
8/23/2007,Tampa Bay,David Boston,WR,Arrested,DUI,Accused of drunken driving after being found asleep behind the wheel of his Range Rover on his way to the Tampa airport.,"Pleaded guilty to reckless driving in deal, 50 hours community service, six months probation.",1
7/26/2007,Carolina,Jeremy Bridges,OT,Arrested,"Assault, gun",Accused of pointing a gun at a female entertainer in parking lot of strip club in Charlotte.,"Found guilty, 60-day suspended jail sentence, 60 hours community service .",1
7/14/2007,Miami,Chris Chambers,WR,Arrested,DUI,"Accused of driving while impaired near Charlotte, failing sobriety tests.","Pleaded guilty to speeding as part of plea deal. Blood-alcohol measured at 0.6, below limit.",1
7/5/2007,Oakland,Bryant McNeal,DE,Arrested,Outstanding warrant,"Pulled over in South Carolina, arrested on outstanding warrant involving defrauding a pawn broker. He allegedly sold broker a car he did not own.",Resolution undetermined. Released by team a week after arrest.,1
7/3/2007,Miami,Kelly Campbell,WR,Arrested,Drugs,"Police approached his SUV in a ""known drug area"" of Atlanta, confiscated marijuana and Ecstasy pill.",Released by team two days after arrest.,1
7/3/2007,San Diego,Anthony Waters,LB,Arrested,Assault,Charged with simple assault after allegedly striking a fellow motorist who threw a rock at his windshield and broke it in South Carolina.,Resolution undetermined.,1
6/23/2007,Miami,Fred Evans,DT,Arrested,"Battery, resisting arrrest","Police subdued him with a taser, accused him of battery on a police officer after dispute with taxi driver in Miami Beach.","Pleaded no contest to resisting arrest, battery. Fined $1,310. Team released him within week.",1
6/22/2007,Chicago,Terry Johnson,DT,Arrested,DUI,"Pulled over in Gilbert, Ariz., for going 40 mph in a 25-mph zone, accused of being impaired ""to the slightest degree.""",Charge dropped after blood-alcohol content measured 0.72. Team released him three days after arrest.,1
6/21/2007,Tennessee,Adam Jones,CB,Charged,"Coercion, gun","Surrended in Las Vegas, charged with felony coercion in connection to strip club shooting that paralyzed a man.","Pleaded no contest to conspiracy to commit disorderly conduct, agreed to testify against gunman. SENTENCE?",1
6/17/2007,Green Bay,Nick Barnett,LB,Arrested,Battery,"Charged with battery after allegedly knocking out somebody's drink and breaking cell phone at bar in Appleton, Wisc.","Pleaded no contest to disorderly conduct in plea deal, deferred prosecution agreement.",1
6/17/2007,Cincinnati,Quincy Wilson,RB,Arrested,Disorderly conduct,"Accused of failing to heed police order to disperse from bar, where he was part of a wedding party in Huntington, W.Va.",Charge dropped in exchange for staying out of trouble through Dec. 17.,1
5/20/2007,Denver,David Kircus,WR,Arrested,Assault,"Accused of punching a man in his face at a party, breaking his facial bones in Arapahoe County, Colo.","Pleaded guilty to misdemeanor assault, two years probation, later held liable in civil case.",1
5/20/2007,New York Jets,Justin Miller,CB,Arrested,Assault,Accused of third-degree assault after swinging at a man but hitting a woman instead at New York nightclub.,Resolution undetermined.,1
5/18/2007,Cincinnati,A.J. Nicholson,LB,Arrested,Domestic violence,"Accused of hitting girlfriend in the eye in Taylor Mill, Ky., but she later recanted her statement, saying she hit herself with a phone.","Diversion program. Charge dropped after 40 hours community service, other programs. Released by team three days later.",1
5/10/2007,Pittsburgh,Richard Seigler,LB,Arrested,Pimping,"Accused of persuading a woman to become a prostitute, living from earnings of prostitute in Las Vegas.",Charges dropped in 2008. Released by team.,1
5/9/2007,Baltimore,Steve McNair,QB,Arrested,DUI,"Pulled over for speeding in Nashville, charged with being owner of car driven by drunk driver. McNair was a passenger in the car he owned.",Charge dropped after driver pleaded guilty to reckless driving.,1
5/5/2007,Jacksonville,Ahmad Carroll,CB,Arrested,"Gun, drugs",Police said he told he was carrying a gun after they questioned him about incident at an Atlanta restaurant. They also said they found pink pills in car.,Resolution undetermined.,1
4/1/2007,Tampa Bay,Anthony Davis,OT,Arrested,Disorderly conduct,"Charged with disorderly conduct in his hometown of Victoria, Va.",Charge dropped.,1
3/31/2007,Indianapolis,Darrell Reid,DE,Arrested,Drugs,"Accused of marijuana possession in Monmouth County, N.J., after police said they saw small bag of it in the open door of his car.",Resolution undetermined.,1
3/29/2007,Tampa Bay,Lionel Gates,RB,Arrested,Domestic violence,"Accused of hitting pregnant woman in argument about whether he was father of her child in Hillsborough County, Fla.","Diversion program, anger management course, $3,200 in restitution.",1
3/26/2007,Denver,Brandon Marshall,WR,Arrested,Domestic violence,"Charged with false imprisonment in dispute with girlfriend in Highlands Ranch, Colo., accused of hitting her car window and blocking her taxi.",Diversion program. Charge dropped if he completed anger management.,1
3/25/2007,Carolina,D'Anthony Batiste,OG,Arrested,Gun,"After being pulled over for dark window tint, he was accused of carrying a concealed weapon.",Charge dropped,1
3/21/2007,Cincinnati,Chris Henry,WR,Cited,License,"Accused of driving with a suspended license in Cincinnati, seat-belt violation and making an improper turn. Vehicle impounded.",Resolution undetermined.,1
3/19/2007,Jacksonville,Gerald Sensabaugh,S,Arrested,Gun,"Pulled over for speeding in his BMW, he was charged with carrying a firearm without a permit in Kingsport, Tenn.",Charge dropped on permit.,1
3/18/2007,Miami,Joey Porter,LB,Arrested,Battery,Accused of punching Bengals' offensive lineman Levi Jones at a blackjack table in Las Vegas.,"Pleaded no contest, $1,000 fine.",1
3/13/2007,Seattle,Jerramy Stevens,TE,Arrested,DUI,"Pulled over in Scottsdale, Ariz., accused of extreme drunken driving, marijuana possession. Blood-alcohol measured at .204.","Guilty on three counts, 12 days in jail, $3,160 in fines.",1
3/10/2007,Jacksonville,Charles Sharon,WR,Arrested,"Gun, drugs",Accused of stealing a Glock gun and carrying a concealed weapon in Tampa after police approached his parked car and said they smelled marijuana.,Resolution undetermined.,1
3/4/2007,Pittsburgh,Deshea Townsend,CB,Arrested,Assault,Accused of taking part in brawl in Pittsburgh bar.,Charged dropped for lack of evidence.,1
2/20/2007,Indianapolis,Dominic Rhodes,RB,Arrested,DUI,"Pulled over for speeding, Rhodes was accused of operating a vehicle while intoxicated in Indiana.","Pleaded guilty to reduced charge of reckless driving, $1,000 fine, two days in jail.",1
2/10/2007,Miami,Fred Evans,DT,Arrested,Drugs,"Accused of marijuana possession in Colorado County, Texas.","Pleaded no contest, $250 fine, one year deferred adjudication.",1
1/22/2007,Cincinnati,Johnathan Joseph,CB,Arrested,Drugs,"Pulled over in Boone County, Ky., where police accused him of marijuana possession in his backpack.",Diversion program.,1
1/6/2007,San Diego,Ryan Krause,TE,Arrested,DUI,"Pulled over in Pacific Beach neighborhood of San Diego around 2 a.m., accused of drunken driving.","Pleaded guilty, volunteer service of 32 ours, $1,756 in fines and costs.",1
1/3/2007,Indianapolis,DeDe Dorsey,RB,Arrested,Gun,"Pulled over for speeding in Marion County, Ind.,, he is accused of carrying a pistol without a permit.",Resolution undetermined.,1
12/18/2006,San Diego,Terrance Kiel,S,Cited,Public urination,Cited for relieving himself outside a club in San Diego.,Charge dropped as he pleading guilty to other drug charges.,1
12/14/2006,Chicago,Terry Johnson,DT,Arrested,Guns,"In police raid in Gurnee, Ill., police found six unregistered guns, which they said violated his previous probation stemming from a previous gun charge.","Guilty of probation violation, served two months in jail, $2,500 fine. Suspended by NFL.",1
12/9/2006,Cincinnati,Deltha O'Neal,CB,Arrested,DUI,"Pulled over at checkpoint near Cincinnati, he was accused of drunken driving.","Pleaded guilty to reckless driving, $250 fine, $1,000 to MADD, three years of probation.",1
12/3/2006,Cincinnati,Reggie McNeal,WR,Arrested,"Drugs, resisting arrest",Accused of unruly behavior and resisting arrested after being denied entrance to Houston nightclub. Police also found sedative in his cigarette.,"Pleaded guilty, probation and fine.",1
11/27/2006,San Diego,Cletis Gordon,CB,Arrested,DUI,"Pulled over in San Diego after game against Oakland Raiders, accused of drunken driving.",Charge dropped after blood-alcohol content measured below legal limit.,1
11/25/2006,New York Jets,Adrian Jones,OT,Arrested,DUI,"Pulled over for lane-change violation in Long Island, New York, he was was accused of drunken driving. Blood-alcohol content measured at .22.","Pleaded guilty to related charge. Driver''s license suspended. Fined $20,000 by team.",1
11/19/2006,San Francisco,Antonio Bryant,WR,Arrested,DUI,"Pulled over for speeding more than 100 mph in Lamborghini, accused of drunken driving in San Mateo, Calif. Refused sobriety test.","Pleaded guilty to reckless driving, one year of probation, $1,312 fine.",1
11/14/2006,Houston,Fred Weary,C,Arrested,Resisting arrest,"Pulled over in Houston, he was Tasered by police and accused of resisting arrest. He later filed a civil rights suit against the police.",Charges dropped.,1
11/11/2006,Dallas,Marcus Coleman,S,Arrested,DUI,"Pulled over in Irving, Texas, accused of drunken driving.",Resolution undetermined.,1
11/10/2006,Jacksonville,Khalif Barnes,OT,Arrested,DUI,"After being pulled over, he accused police officer of racism and called Jacksonville a hick town. Accused of drunken driving, he later apologized.","Pleaded no contest, six months probation, 50 hours community service, $650 fines and costs.",1
10/26/2006,Tennessee,Adam Jones,CB,Cited,Assault,Accused of spitting in a woman's face at Nashville nightclub.,Charge dropped because of inconsistent testimony.,1
10/26/2006,Tennessee,Robert Reynolds,LB,Arrested,Domestic violence,"Charged with domestic violence and criminal damaging in a dispute with his wife in Upper Arlington, Ohio, whom he was divorcing.","Pleaded guilty to smashing cell phone and punching hole in a wall, $300 fine.",1
10/22/2006,Jacksonville,Bobby McCray,DE,Arrested,Drugs,"Pulled over in Jacksonville, Fla., accused of reckless driving and possession of a hydrocodone, a painkiller.","Pleaded no contest to reckless driving, fined $1,000.",1
10/9/2006,San Diego,Markus Curry,CB,Arrested,Domestic violence,"Pulled over, accused of injuring the mother of his child in the Gaslamp District of San Diego.",Charge dropped after witnesses failed cooperate. Team released him hours later.,1
10/3/2006,Baltimore,B.J. Sams,WR,Arrested,DUI,"Pulled over by police in Baltimore County, who said they smelled alcohol, charged with drunken driving, lane violation.","Acquitted on DUI charge, found guilty of lane violation, $90 fine.",1
9/27/2006,Denver,Sam Brandon,S,Surrendered,Violating court order,"In Douglas Count, Colo., warrant issued for alleged violation of restraining order and bond conditions stemming from arrest.",Suspended two games for previous arrests.,1
9/26/2006,Kansas City,Jared Allen,DE,Arrested,DUI,"In Leawood, Kan., accused of second drunken-driving incident in five months. Also charged with speeding",Pleaded no contest. NFL suspended him two games.,1
9/26/2006,San Diego,Terrance Kiel,S,Arrested,Drugs,"Federal drug authorities arrested him at Chargers facility in San Diego, accused him of possessing and shipping codeine cough syrup.","Pleaded guilty to felony and misdemeanor charges, 100 hours volunteer work. Died in 2008 car crash.",1
9/25/2006,Cincinnati,Odell Thurman,LB,Arrested,DUI,"Pulled over, accused of drunk driving in Cincinnati.","Pleaded no contest, $250 fine, license suspended, 90-day suspended jail sentence.",1
9/3/2006,San Diego,Steve Foley,LB,Arrested,DUI,Shot by off-duty cop who followed him home and suspected him of driving drunk in San Diego County. Blood-alcohol level measured at .16.,"Pleaded guilty to misdemeanor, five years probation, alcohol testing, $1,756 fine. Never played again.",1
9/2/2006,Jacksonville,Brian Williams,CB,Arrested,DUI,"After partying, he was pulled over and accused of drunken driving in Jacksonville, Fla.. Police said he smelled of alcohol.",Acquitted at trial after first pleading no contest.,1
8/25/2006,Tennessee,Adam Jones,CB,Arrested,Public intoxication,"Accused of being drunk, shouting profanities and arguing with a woman outside club in Murfreesboro, Tenn.",Charges dropped on the condition he stays out trouble for six months.,1
8/12/2006,Tennessee,Randy Starks,DT,Surrendered,Domestic violence,"Accused of beating fiancee, who lost some fingernails in the scuffle in Nashville.",Diversion program. Charge dropped if he undergoes counseling.,1
8/6/2006,Pittsburgh,Barrett Brooks,OT,Arrested,Evading police,"Police said he recklessly drove his motorcycle in Pittsburgh, drove through stop signals and led them on a chase.",Resolution undetermined.,1
8/5/2006,Cincinnati,Eric Steinbach,OG,Arrested,DUI,"Accused of drunken boating in Cincinnati, refusing breath test.","Diversion program, 10 hours community service, safe boating class.",1
7/22/2006,Cincinnati,Matthias Askew,DT,Arrested,Resisting arrest,"Accused of refusing police orders, parking violations, resisting arrest and obstruction of police business in Cincinnati. He was subdued by Taser.","Acquitted, he also won $500,000 award in civil lawsuit over incident. Cut by team three weeks after incident.",1
7/22/2006,Chicago,John Gilmore,TE,Arrested,Drugs,"Accused of refusing to leave bar in Chicago. After his arrest, police said they discovered marijuana.",Resolution undetermined.,1
6/25/2006,New England,Johnathan Sullivan,DT,Arrested,"Drugs, gun","Pulled over after police said he ran stop signs, accused of marijuana possession in Griffin, Ga. Sullivan gave police his gun during arrest and had permit for it.",Charge dropped.,1
6/23/2006,Tennessee,Cortland Finnegan,CB,Arrested,DUI,"Pulled over, refused breath test and accused of drunk driving in Nashville.","Pleaded guilty to reckless driving, six-month suspended sentence, 20 hours of community service.",1
6/21/2006,Cincinnati,Frostee Rucker,DE,Charged,Domestic violence,Accused of fighting girlfriend at party in Los Angeles.,"Pleaded no contest to vandalism and false imprisonment, three years of probation, 750 hours of community service.",1
6/20/2006,Philadelphia,Jabar Gaffney,WR,Charged,Gun,"Pulled over for driving erratically in Camden County, N.J., charged with unlawful possession of a gun.",Diversion program.,1
6/19/2006,Pittsburgh,Santonio Holmes,WR,Arrested,Domestic violence,"Mother of his children called 911 and said Holmes choked her and slammed her into a door in Columbus, Ohio.",Charge dropped after woman was reluctant to testify.,1
6/14/2006,Cincinnati,Chris Henry,WR,Surrendered,Alcohol,"Accused of providing alcohol to minors in hotel room he rented in Covington, Ky.","Pleaded guilty, two days in jail, with rest of 90-day jail sentence suspended.",1
6/13/2006,Indianapolis,Cato June,LB,Arrested,Failure to appear,"Accused of failing to appear in court on charge of driving with a suspended license in Boone County, Ind.",Resolution undetermined.,1
6/12/2006,San Diego,Vincent Jackson,WR,Arrested,DUI,"Pulled over in San Diego, charged with drunk driving. Blood-alcohol measured at .13.","Pleaded guilty, $1,750, five years of probation.",1
6/3/2006,Cincinnati,Chris Henry,WR,Arrested,DUI,"Pulled over in Cincinnati for speeding, accused of drunk driving. Blood-alcohol measured at .09.","Pleaded guilty to reckless operation of a vehicle, $250 fine, 30-day suspended sentence.",1
6/1/2006,Cincinnati,A.J. Nicholson,LB,Charged,Theft,"Accused of stealing electronic equipment from former college teammate in Tallahassee, Fla.","Pleaded no contest to burglary and theft, two months in a work program, two years of probation",1
5/27/2006,Pittsburgh,Santonio Holmes,WR,Arrested,Disorderly conduct,One of hundreds of partiers arrested and accused of disorderly conduct in Miami Beach over Memorial Day weekend.,Fined $250 and charge dropped.,1
5/26/2006,Denver,Karl Paymah,CB,Arrested,DUI,Police said they found him asleep behind the wheel of his Land Rover off the road near Denver while vehicle was still running.,"Found guilty of driving under the influence, 24 hours of community service, $542 fine, alcohol treatment.",1
5/26/2006,Green Bay,Cory Rodgers,WR,Arrested,Gun,"Accused of firing a gun outside a nightclub in Fort Worth, Texas.","Pleaded guilty to reduced charge in plea deal, 80 hours community service, 15 months of probation.",1
5/18/2006,Washington,Ataveus Cash,WR,Arrested,License,"Pulled over in Washington, D.C., he was accused of driving without a valid license.",Fined an undiclosed amount and released.,1
5/16/2006,Miami,Keith Traylor,DT,Arrested,"DUI, drugs","Pulled over in Oklahoma, accused of drunk driving, possession of a controlled substance and breaking smoke detector at jail.","Sentenced to one year of probation, one year deferred sentence, paid $100 to replace smoke detector.",1
5/13/2006,Seattle,Wayne Hunter,OT,Arrested,Assault,"Police said Hunter and his brother got into a scuffle at a sports bar in Renton. Wash., knocked over a table and slammed a man down.",Resolution undetermined. Released by team later that week.,1
5/12/2006,Indianapolis,Vincent Burns,DT,Arrested,Disorderly conduct,"Accused of being part of an altercation outside club in Lexington, Ky. Police say they used stun gun on him.",Resolution undetermined.,1
5/12/2006,Tennessee,Albert Haynesworth,DT,Surrendered,Reckless driving,"Warrant issued after anoter motorist said Haynesworth tried to run him off the road with his truck in Cookeville, Tenn.",Charge dropped.,1
5/11/2006,Kansas City,Jared Allen,DE,Arrested,DUI,"Pulled over for speeding, accused of drunk driving in Overland Park, Kansas.","Diversion program that barred him from drinking, but he later got arrested again in 2006.",1
4/23/2006,Chicago,Ricky Manning,CB,Arrested,Assault,Accused of beating man at a Denny's restaurant near the UCLA campus in Los Angeles.,"Pleaded no contest, 100 hours of community service, three years of probation. NFL one-game suspension.",1
4/21/2006,San Diego,Steve Foley,LB,Arrested,"Battery, alcohol","Officers approached his car and accused him of resisting arrest in San Diego, public intoxication and battery on officer in scuffle with police.",Charge dropped.,1
4/20/2006,Denver,Jake Plummer,QB,Charged,Property destruction,"In alleged road rage incident, Plummer received misdemeanor summons after allegedly kicking a truck near Denver.","Diversion program, $26 for broken license-plate bracket.",1
4/14/2006,San Diego,Shaun Phillips,LB,Arrested,Resisting arrest,Accused of obstructing police after an officer said he saw him pull a woman's head back by her hair in downtown San Diego.,Charge dropped.,1
4/11/2006,Seattle,Bryce Fisher,DE,Arrested,Domestic violence,"Accused of twisting his wife's arm behind her back in a dispute in Kirkland, Wash.",Charge dropped.,1
3/26/2006,Philadelphia,Dhani Jones,LB,Charged,Disorderly conduct,Accused of not obeying a command to stop dancing in the street outside a Miami nightclub.,"Pleaded no contest, paid court costs and sentenced to withheld adjudictation.",1
3/23/2006,Tennessee,Adam Jones,CB,Charged,Drugs,"Accused of smoking marijuana after he emerged from Corvette reeking of marijuana. Officers were serving a warrant on his home in Fayette County, Ga.",Charge dropped.,1
2/18/2006,Pittsburgh,Trai Essex,OT,Arrested,Disorderly conduct,Accused of resisting an officer and disorderly conduct outside club in Miami.,Charge dropped.,1
2/17/2006,Green Bay,Ahmad Carroll,CB,Arrested,Assault,"Accused of slapping the hand of an officer and disorderly conduct at a bar in Fayetteville, Ark.","Pleaded no contest to misdemeanor, $700 fine.",1
2/15/2006,Miami,Damion McIntosh,OT,Arrested,Domestic violence,Accused of pushing his wife at their home in Toledo and causing her to hit her head.,Charge dropped for lack of evidence.,1
2/12/2006,Chicago,Terry Johnson,DT,Arrested,Assault,"Accused of aggravated assault, threatening police and resisting arrest at nightclub in Chicago.",Charges dropped.,1
2/6/2006,Tennessee,Adam Jones,CB,Arrested,Drugs,"Accused of throwing a punch at an officer and marijuana possession in Fayetteville, Ga. He had been in his parked Bentley.","Pleaded no contest to obstructing police, three years of probation, $500 fine.",1
1/28/2006,Cincinnati,Chris Henry,WR,Arrested,Gun,"Accused of raising a gun in a fight outside of a club in Orlando, Fla. The gun had been listed as stolen.","Pleaded guilty to concealed weapons charge, 100 hours of community service, two years of probation.",1
1/19/2006,Kansas City,Greg Wesley,S,Arrested,Disorderly conduct,Accused of threating to hit a bouncer at bar in Kansas City.,Charge dropped after bouncer failed to testify.,1
1/15/2006,Seattle,Sean Locklear,OT,Arrested,Domestic violence,"Accused of grabbing his girlfriend in dispute after getting upset with her for dancing with another man at a club in King County, Wash.","Diversion program, community service.",1
1/9/2006,Jacksonville,Reggie Williams,WR,Arrested,Drugs,"Pulled over for running a red light in Jacksonville, Fla., accused of marijuana possession, driving with a suspended license.","Diversion program, community service.",1
12/30/2005,Dallas,Terry Glenn,WR,Cited,"Disorderly conduct, alcohol",Accused of public intoxication and urinating behind dumpster at fast-food restaurant in Dallas.,Resolution undetermined.,1
12/15/2005,Cincinnati,Chris Henry,WR,Arrested,Drugs,"Pulled over for speeding in Covington, Ky., accused of marijuana possession.","Pleaded guilty, $250 fine, a month in drug rehab.",1
11/25/2005,Kansas City,Lionel Dalton,DT,Arrested,Domestic violence,"Accused of domestic battery in incident with his wife on Thanksgiving in Overland Park, Kan.",Charge dropped when she did not testify.,1
10/31/2005,San Diego,Derreck Robinson,DE,Arrested,DUI,"Accused of drunken driving after police heard single-car crash into center divider on interstate highway near La Mesa, Calif.","Guilty, six-month suspended sentence, five years of probation, $1,850 fine.",1
9/23/2005,Denver,D.J. Williams,LB,Arrested,DUI,"Accused of drunk driving in Douglas County, Colo.","Pleaded guilty to impaired driving, probation, 24 hours of community service.",1
9/13/2005,Tampa Bay,Torrie Cox,CB,Arrested,DUI,Pulled over in Tampa after police said his 2005 Dodge Magnum was drifting. Police said they smelled alcohol and accused him of drunk driving.,"Pleaded no contest, community service, alcohol treatment.",1
9/12/2005,Kansas City,Larry Johnson,RB,Charged,Domestic violence,Accused of domestic abuse in scuffle with his girlfriend at a bar in Kansas City. Police said he shoved her to the floor.,Charge dropped after woman declined to testify.,1
8/17/2005,Kansas City,Lawrence Tynes,K,Arrested,Battery,"Accused of breaking a bouncer's nose in a fight in a bar in River Falls, Wisc.","Pleaded to a reduced charge, fined $397.",1
8/15/2005,Baltimore,B.J. Sams,WR,Arrested,DUI,"Pulled over, accused of drunk driving near Baltimore.","Pleaded to charge of driving while impaired, probation.",1
8/14/2005,Kansas City,Junior Siavii,DT,Arrested,"Disorderly conduct, alcohol","Accused of throwing objects, getting into drunken confrontation with police at Minneapolis hotel along with teammate Greg Wesley.","Pleaded guilty to causing ""assault fear,"" 80 hours of community service.",1
8/14/2005,Kansas City,Greg Wesley,S,Arrested,"Disorderly conduct, alcohol",Accused of getting into drunken confrontation with police at Minneapolis hotel along with teammate Junior Siavii.,"Diversion program, $500 in costs.",1
7/13/2005,Tennessee,Adam Jones,CB,Surrendered,Assault,Accused of assault and vandalism after being asked to leave club in Nashville.,Charges dropped after nightclub manager said he didn't want to pursue it.,1
7/10/2005,Miami,Randy McMichael,TE,Arrested,"Domestic violence, alcohol","Witnesses said he gave his wife a bloody nose in Columbia County, Ga. He acknowledged drinking and was accused of battery and criminal trespass.","Pleaded guilty to criminal trespass, three months of probation, $500 fine.",1
7/4/2005,Denver,Sam Brandon,S,Arrested,Domestic violence,"Accused of third-degree assault and causing property damage in domestic incident in Douglas County, Colo.",NFL suspended him two games in 2007.,1
6/30/2005,Arizona,Leon Joe,LB,Arrested,Gun,"Accused of carrying loaded pistol after police in Washington, D.C., searched his car while it was in a no-parking zone.",Resolution undetermined.,1
6/23/2005,Miami,Quintin Williams,S,Arrested,DUI,"Pulled over near team practice facilility in Davie, Fla., after being clocked at 111 mph, accused of drunk driving and drag racing.","Pleaded guilty to reckless driving, six months of probation and cut by the team a day later.",1
6/11/2005,Chicago,Terry Johnson,DT,Arrested,Gun,Police found a loaded 9mm gun in his car he was driving outside a nightclub in Chicago.,"Pleaded guilty to gun charge, $2,500 fine, 18 months of probation, 40 hours of community service.",1
6/4/2005,Indianapolis,Nick Harper,CB,Arrested,Domestic violence,"Accused of hitting his wife several times in Carmel, Ind.",Diversion program.,1
